,Name,Score,Studios,Source,Ranked,Popularity,Completed
3366,H. P. Lovecraft's The Dunwich Horror and Other Stories,6.11,Toei Animation,Novel,7753,7999,876
3367,Ginga Sengoku Gunyuuden Rai,7.94,E&G Films,Manga,622,4637,5114
3375,Time Bokan,6.52,Tatsunoko Production,Original,5817,9077,576
3384,Mobile Suit Gundam 00 Second Season,8.11,Sunrise,Original,403,1167,102871
3387,Initial D Battle Stage 2,7.65,A.C.G.T.,Manga,1159,3465,17144
3388,Magnerobo Ga-Keen,6.25,Toei Animation,Original,7137,10733,276
3389,Karakuri Kiden: Hiwou Senki,6.48,Bones,Original,5989,9821,394
3390,Personal Computer Travel Tanteidan,6.12,Tatsunoko Production,Original,7711,10632,441
3398,Jarinko Chie,7.05,Tokyo Movie Shinsha,Manga,3466,7694,1638
3399,Jarinko Chie (TV),6.29,Tokyo Movie Shinsha,Manga,6951,10944,157
3400,Mahou Sensei Negima!: Introduction Film,6.66,Xebec,Manga,5083,4838,5241
3405,Tales of Symphonia The Animation: Kratos-sensei no Private Lesson,6.73,ufotable,Game,4742,5391,5194
3407,Kannagi,7.32,"A-1 Pictures, Ordet",Manga,2265,1076,76495
3409,Chocolate Underground,6.15,"Production I.G, Trans Arts",Novel,7544,4619,6248
3412,Nodame Cantabile: Nodame to Chiaki no Umi Monogatari,7.39,J.C.Staff,Manga,1924,3224,20418
3416,Yu☆Gi☆Oh! 5D's,7.42,Gallop,Manga,1852,1368,67244
3418,Tetsuwan Birdy Decode,7.46,A-1 Pictures,Manga,1701,1656,38798
3426,Suna no Bara: Yuki no Mokushiroku,6.27,J.C.Staff,Manga,7016,8765,893
3427,Kumo to Tulip,5.73,Shochiku Animation Institute,Picture book,9064,9166,1346
3428,Mahou Shoujo-tai Arusu the Adventure,6.77,Studio 4°C,Original,4600,6716,1843
3434,Dream Hunter Rem,6.14,Anime R,Original,7607,6397,1505
3439,First Squad,5.83,Studio 4°C,Original,8755,5844,5076
3440,Paul no Miracle Daisakusen,6.45,Tatsunoko Production,Original,6126,11281,345
3441,Choujin Locke: Lord Leon,6.1,Nippon Animation,Manga,7789,10334,478
3442,School Rumble San Gakki,7.32,Studio Comet,Manga,2264,2114,42570
3444,Seiyou Kottou Yougashiten: Antique,7.06,"Nippon Animation, SynergySP, Shirogumi",Manga,3386,2890,16830
3445,Kitty's Paradise,6.22,"Bones, Sanrio",Original,7260,10163,688
3448,Pokemon Movie 11: Giratina to Sora no Hanataba Sheimi,6.93,OLM,Game,3879,1881,61594
3450,Slayers Revolution,7.29,J.C.Staff,Light novel,2378,2851,21872
3452,The iDOLM@STER Live For You!,6.21,Actas,Game,7292,5166,4925
3454,Cowboy Bebop: Yose Atsume Blues,7.44,Sunrise,Original,1772,2705,20913
3455,Zettai Karen Children,7.34,SynergySP,Manga,2182,2555,12523
3456,Golgo 13 (TV),7.54,The Answer Studio,Manga,1446,2800,8876
3457,Hanappe Bazooka,5.48,Studio Signal,Manga,9722,8385,1326
3458,Youkai Ningen Bem,6.07,Dai-Ichi Douga,Original,7969,9811,410
3460,Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,6.69,TMS Entertainment,Card game,4949,8193,1273
3461,Net Ghost Pipopa,6.75,Studio Hibari,Original,4656,9331,639
3462,Medarot Damashii,6.65,Trans Arts,Game,5159,4084,11510
3463,Tennis no Ouji-sama: Zenkoku Taikai-hen - Final,8.01,M.S.C,Manga,526,2918,25366
3464,Norimono Oukoku BuBu ChaCha,6.68,Daume,Original,5010,11557,320
3465,Masuda Kousuke Gekijou Gag Manga Biyori 3,7.1,Studio Deen,Manga,3200,8348,1461
3468,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",8.0,Kyoto Animation,Visual novel,534,569,230911
3469,Grimm Meisaku Gekijou,7.4,Nippon Animation,Other,1895,7421,1763
3470,Grimm Masterpiece Theater II,7.33,Nippon Animation,Other,2216,8801,1160
3471,Musashi no Ken,7.16,Eiken,Manga,2954,8940,445
3472,Sekirei,7.13,Seven Arcs,Manga,3066,419,231704
3473,Tytania,6.84,Artland,Light novel,4268,3908,7086
3474,Shin Megami Tensei Devil Children,6.27,Actas,Game,7012,8953,349
3480,"Arano no Sakebi Koe: Hoero, Buck",6.53,Toei Animation,Novel,5728,10142,538
3481,Super Robot Taisen OG: Divine Wars - Sorezore no Michi,6.79,OLM,Game,4466,8496,1309
3483,Kyou kara Maou! 3rd Series,7.81,Studio Deen,Light novel,814,3062,15390
3484,Natsume Yuujinchou,8.33,Brain's Base,Manga,204,325,181953
3485,Kaibutsu Oujo: Konsui Oujo,7.01,Madhouse,Manga,3622,4861,7004
3488,Yonimo Osoroshii Grimm Douwa,6.07,Group TAC,Other,7928,10218,246
3490,Michiko to Hatchin,7.85,Manglobe,Original,744,1001,53387
3493,Batman: Gotham Knight,6.98,"Bee Train, Production I.G, Madhouse, Studio 4°C",Other,3711,3321,18799
3500,Oval x Over,5.74,Production I.G,Other,9050,9611,933
3502,Trigun: Badlands Rumble,7.97,Madhouse,Manga,577,1283,82365
3503,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,8.17,Gainax,Original,343,1132,93616
3509,Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu!,6.75,Toei Animation,Original,4686,7167,2387
3513,Petit Eva: Evangelion@School,5.64,"Xebec, Kanaban Graphics",Original,9327,3520,11116
3515,Wakakusa no Yon Shimai,6.42,Toei Animation,Novel,6351,10430,426
3518,Chiisana Penguin Lolo no Bouken,7.36,Toei Animation,Original,2056,8342,2003
3521,Cosmos Pink Shock,5.5,AIC,Original,9662,8870,1167
3522,Blade of the Immortal,6.82,Bee Train,Manga,4340,2084,26607
3524,One Piece Film: Strong World,8.17,Toei Animation,Manga,342,862,154186
3525,Ichigo Mashimaro Episode 0,7.07,Daume,4-koma manga,3333,4474,10428
3527,Dore Dore no Uta,5.79,Studio Ghibli,Music,8880,8215,1899
3529,Taiho Shichau zo: Nagisa no Koutsuu Yuudou,7.08,Studio Deen,Manga,3311,7114,2465
3530,Seto no Hanayome OVA,7.88,Gonzo,Manga,699,2358,35342
3533,Shigofumi Picture Drama,6.51,J.C.Staff,Original,5835,7281,1677
3535,Bounen no Xamdou,7.69,Bones,Original,1055,1234,62565
3537,Clannad: After Story,8.96,Kyoto Animation,Visual novel,13,84,641323
3538,Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,7.57,Bones,Original,1356,1203,101767
3540,Chrome Shelled Regios,7.35,Zexcs,Light novel,2118,838,118689
3542,Mahou Sensei Negima!: Shiroki Tsubasa Ala Alba,7.46,Shaft,Manga,1698,3143,14379
3543,Fuyu no Sonata,7.4,"Studio Comet, KeyEast, REALTHING",Other,1892,3599,4933
3545,Popolocrois Monogatari,7.04,Production I.G,Game,3502,8368,916
3546,Hayate no Gotoku!!,7.73,J.C.Staff,Manga,960,1397,67766
3547,Kodomo no Jikan: Ni Gakki,7.11,Diomedéa,Manga,3175,3057,21649
3548,Ikkitousen: Great Guardians,6.78,Arms,Manga,4549,2145,34980
3549,Blue Dragon: Tenkai no Shichi Ryuu,6.56,Studio Pierrot,Game,5554,4290,8481
3552,Dirty Pair OVA,7.11,"Sunrise, Kino Production",Light novel,3159,6220,2912
3555,KimiKiss Pure Rouge: Love Fighter,6.97,J.C.Staff,Visual novel,3746,4676,8672
3557,Mission-E,6.48,Studio Deen,Original,6001,6407,2392
3558,Gokiburi-tachi no Tasogare,5.89,"Madhouse, Animation Staff Room",Original,8544,9453,604
3559,Hareluya II Boy,6.33,Triangle Staff,Manga,6716,10048,248
3560,Saishuu Shiken Kujira Progressive,6.1,Zexcs,Visual novel,7823,8327,1243
3561,Rosario to Vampire Capu2,6.98,Gonzo,Manga,3721,394,291591
3564,Toradora!,8.24,J.C.Staff,Light novel,265,17,1191775
3566,Ginga Senpuu Braiger,6.68,Toei Animation,Original,5004,9112,419
3567,Ginga Reppuu Baxingar,6.31,Kokusai Eigasha,Original,6843,10763,185
3569,Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai,7.16,"Bones, Kinema Citrus",Original,2948,2491,28578
3570,Kore ga UFO da! Soratobu Enban,4.89,Toei Animation,Original,10679,10404,707
3573,Koihime†Musou,6.76,Doga Kobo,Visual novel,4624,2474,22437
3574,Ultraviolet: Code 044,5.93,Madhouse,Other,8437,6128,1210
3575,Vie Durant,4.88,"Radix, Marine Entertainment",Original,10710,9733,323
3577,Kara no Kyoukai 4: Garan no Dou,7.9,ufotable,Light novel,679,871,135627
3578,Kara no Kyoukai 5: Mujun Rasen,8.56,ufotable,Light novel,85,788,134993
3582,Mizugumo Monmon,6.59,Studio Ghibli,Original,5459,7980,985
3589,Penguin no Mondai,5.88,Shogakukan Music & Digital Entertainment,Manga,8596,11508,186
3591,Heroman,6.84,Bones,Original,4279,2769,14001
3592,Ashita e Attack!,6.4,Nippon Animation,Original,6378,9543,602
3602,Grenadier: Hohoemi no Senshi Specials,6.5,Group TAC,Manga,5888,6167,2859
3603,Fireball,6.68,Jinnis Animation Studios,Original,4993,5118,6650
3609,Kyoro-chan,7.23,Group TAC,Other,2657,8652,1329
3612,Suzumiya Haruhi no Yuuutsu (2009),7.23,Kyoto Animation,Light novel,2634,307,314273
3630,Mirai Robo Daltanias,6.64,Toei Animation,Original,5203,10149,465
3631,World Destruction: Sekai Bokumetsu no Rokunin,6.98,Production I.G,Game,3728,2345,27762
3636,Vampiyan Kids: Pilot,6.09,Production I.G,Original,7837,10586,600
3639,Naruto: Shippuuden Movie 2 - Kizuna,7.29,Studio Pierrot,Manga,2362,793,171637
3640,Kurenai Sanshirou,6.46,Tatsunoko Production,Manga,6099,9788,490
3642,Duel Masters Charge,6.19,Studio Hibari,Original,7381,6769,3166
3644,Detective Conan Movie 12: Full Score of Fear,7.82,TMS Entertainment,Manga,789,2689,32036
3645,Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,6.55,Gonzo,Manga,5633,4906,5203
3646,Tanin no Kankei,6.12,J.C.Staff,Manga,7703,9117,784
3648,Macross F: Close Encounter - Deculture Edition,7.72,Satelight,Original,980,4658,7971
3651,Kikumana,5.78,Studio Rikka,Original,8919,5569,5172
3660,Lucky☆Star: Original na Visual to Animation,7.82,Kyoto Animation,4-koma manga,795,1248,94979
3664,Nodame Cantabile: Paris-hen,8.17,J.C.Staff,Manga,340,1321,84899
3667,Saiyuuki,6.32,Toei Animation,Novel,6781,8472,1278
3668,Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,7.29,Hal Film Maker,Manga,2401,3475,7276
3669,"Umi no Yami, Tsuki no Kage",6.01,Magic Bus,Manga,8176,9880,385
3670,Kasei Yakyoku,6.71,Magic Bus,Manga,4852,9001,606
3671,Getter Robo G,6.53,Toei Animation,Manga,5748,8588,913
3685,Choujikuu Kidan Southern Cross,6.58,"Tatsunoko Production, Studio World",Original,5471,5974,3446
3686,Kinkyuu Hasshin Saver Kids,6.5,Tokyo Movie Shinsha,Original,5918,11755,226
3687,D.C.S.S: Da Capo Second Season Omake,6.62,feel.,Visual novel,5290,5974,3044
3690,Hakujaden,6.15,Toei Animation,Other,7590,7068,2092
3694,Bounty Hunter: The Hard,5.79,J.C.Staff,Manga,8867,10545,533
3698,Uchuu Kazoku Carlvinson,6.46,Doga Kobo,Manga,6129,9034,934
3699,Choujin Locke: Shinsekai Sentai,5.98,Nippon Animation,Manga,8283,10436,420
3700,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,6.87,AIC,Original,4135,1930,37366
3701,Muteki Robo Trider G7,6.42,Sunrise,Original,6319,10678,329
3702,Yagami-kun no Katei no Jijou,6.18,Production I.G,Manga,7470,9879,641
3707,Yozakura Quartet,6.84,Nomad,Manga,4291,1221,40256
3708,Hokuto no Ken: Raoh Gaiden Ten no Haoh,7.14,Satelight,Manga,3046,4839,5086
3709,Hyakko,7.26,Nippon Animation,Manga,2525,2524,22740
3710,Hakushaku to Yousei,7.28,Artland,Light novel,2423,1366,62792
3712,Dokkiri Doctor,6.56,Studio Pierrot,Manga,5563,10673,252
3721,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,8.57,Gainax,Original,82,876,112502
3727,Shikabane Hime: Aka,7.24,"Gainax, feel.",Manga,2613,1337,50514
3729,Daisuki! BuBu ChaCha,7.11,Daume,Original,3159,9803,872
3731,Yoiko,6.3,Studio Pierrot,Manga,6907,7050,1192
3732,Code Geass: Hangyaku no Lelouch Special Edition - Black Rebellion,7.62,Sunrise,Original,1210,2750,21168
3747,RideBack,7.29,Madhouse,Manga,2405,2472,23727
3750,Gosenzo-sama Banbanzai!,7.28,Studio Pierrot,Original,2411,6071,1747
3751,Maroko,6.33,Studio Pierrot,Original,6743,10499,284
3754,Cobra The Animation: The Psycho-Gun,6.93,Magic Bus,Manga,3891,6734,2640
3755,Seihou Bukyou Outlaw Star Pilot,6.94,Sunrise,Manga,3859,6091,3556
3756,Yume no Crayon Oukoku,6.92,Toei Animation,Book,3931,8062,742
3758,Toaru Majutsu no Index,7.44,J.C.Staff,Light novel,1764,161,385870
3759,Arad Senki: Slap Up Party,6.75,Gonzo,Game,4677,4201,5875
3762,Tekken Chinmi,7.27,Production Reed,Manga,2469,7401,2222
3763,Rurouni Kenshin: Special Techniques,7.25,"Gallop, Studio Deen",Manga,2579,4881,5716
3765,Koukaku Kidoutai 2.0,8.01,Production I.G,Manga,527,1701,50194
3767,Bocchan,6.17,TMS Entertainment,Novel,7483,10914,270
3768,Ultra Nyan: Hoshizora kara Maiorita Fushigi Neko,6.12,Triangle Staff,Original,7732,11167,319
3773,Kaze no Toori Michi,6.01,"Studio Ghibli, Ajia-Do",Original,8197,7792,1852
3774,Cyborg 009 (1979),7.17,Toei Animation,Manga,2886,5567,3145
3782,Yes! Precure 5 GoGo! Movie: Okashi no Kuni no Happy Birthday,7.22,Toei Animation,Original,2707,7048,2524
3783,Tengen Toppa Gurren Lagann: Parallel Works,7.13,Gainax,Original,3072,2980,22118
3785,Digimon Savers: Agumon! Gaomon! Lalamon! Bakuretsu! Jougai Last Battle!,6.59,Toei Animation,Original,5442,5839,4080
3786,Heart no Kuni no Alice: Wonderful Wonder World,6.08,Asahi Production,Visual novel,7879,3089,13957
3788,Shigofumi: Sore kara,7.36,J.C.Staff,Original,2078,4138,12160
3790,AIKa: Special Trial,5.67,Studio Fantasia,Original,9245,5975,4086
3791,Queen's Blade: Rurou no Senshi,6.18,Arms,Other,7462,1682,37398
3792,White Album,6.55,Seven Arcs,Visual novel,5650,1465,36636
3793,Skip Beat!,8.13,Hal Film Maker,Manga,381,670,153037
3794,Seishun Anime Zenshuu,6.5,Nippon Animation,Other,5905,9674,200
3795,Ga-Rei: Zero,7.64,"AIC Spirits, Asread",Manga,1180,713,106942
3796,Druaga no Tou: The Sword of Uruk,7.24,Gonzo,Game,2596,1862,47276
3802,Himitsukessha Taka no Tsume,6.13,DLE,Original,7670,10874,277
3804,Akaneiro ni Somaru Saka,6.47,TNK,Visual novel,6051,1116,96475
3805,Vampire Knight: Guilty,7.22,Studio Deen,Manga,2706,464,255819
3806,Hello Harinezumi: Satsui no Ryoubun,6.45,Studio Deen,Manga,6188,8318,1279
3810,Gunslinger Girl: Il Teatrino OVA,7.01,Artland,Manga,3621,3580,12689
3812,Yamato Takeru,6.78,Nippon Animation,Original,4557,9125,486
3815,Mama wa Poyopoyo Saurus ga Osuki,6.57,Nippon Animation,Manga,5544,11701,178
3816,Kodomo no Jikan Recap,6.92,Diomedéa,Manga,3937,4730,7629
3817,ef: A Tale of Melodies.,8.04,Shaft,Visual novel,486,1016,75316
3819,Pokemon: Pikachu Tankentai,6.54,OLM,Game,5694,3556,18974
3820,Pokemon: Pichu to Pikachu,6.69,OLM,Game,4931,2739,32841
3821,Pokemon: Pikachu no Dokidoki Kakurenbo,6.5,OLM,Game,5899,4450,10433
3822,Pokemon: Pika Pika Hoshizora Camp,6.51,OLM,Game,5828,4096,13247
3823,Druaga no Tou: The Aegis of Uruk - Jil no Bouken,7.14,Gonzo,Game,3024,4327,9176
3825,Huckleberry Finn Monogatari,6.51,Aubec,Novel,5861,9945,733
3831,Hurricane Polymar,6.54,Tatsunoko Production,Original,5674,9164,586
3832,Shinzou Ningen Casshern,6.7,Tatsunoko Production,Original,4922,6510,1565
3833,Ichigo Mashimaro Encore,7.7,Daume,4-koma manga,1036,3838,13537
3835,Junjou Romantica 2,7.85,Studio Deen,Manga,742,1013,127992
3846,_Summer Specials,5.36,Rikuentai,Visual novel,10021,7966,1996
3850,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,7.52,Studio Pierrot,Manga,1505,803,165750
3859,Fuuma no Kojirou: Yasha-hen,6.4,animate Film,Manga,6410,8865,802
3860,Fuuma no Kojirou: Seiken Sensou-hen,6.44,animate Film,Manga,6210,9765,673
3861,Fuuma no Kojirou: Fuuma Hanran-hen,6.42,animate Film,Manga,6307,10239,550
3865,Goku Sayonara Zetsubou Sensei,7.85,Shaft,Manga,739,2081,37367
3866,Pokemon: Pikachu no Fuyuyasumi,6.52,OLM,Game,5802,4545,9965
3867,Hashire Melos (Movie),6.89,Visual 80,Novel,4092,6619,1482
3868,Mouryou no Hako,7.19,Madhouse,Novel,2832,2186,14871
3869,Tales of the Abyss,7.32,Sunrise,Game,2272,1306,54066
3871,Peut-etre Toi,6.32,Production I.G,Original,6753,8758,1725
3872,Umineko no Naku Koro ni,7.13,Studio Deen,Visual novel,3075,807,92368
3873,Kuroshitsuji,7.75,A-1 Pictures,Manga,924,92,573799
3874,Black Lagoon: Roberta's Blood Trail,8.05,Madhouse,Manga,477,705,153249
3875,Kyou no 5 no 2 (TV),7.23,Xebec,Manga,2646,2897,15824
3879,Pokemon: Pikachu no Wanpaku Island,6.42,OLM,Game,6323,5167,6678
3880,Ginga Tansa 2100-nen: Border Planet,5.94,Tezuka Productions,Original,8413,11039,382
3881,xxxHOLiC Shunmuki,8.08,Production I.G,Manga,444,2026,41276
3882,Ramayana: The Legend of Prince Rama,8.04,Nippon Ramayana Film Co.,Other,495,7529,2360
3883,Akai Hayate,5.45,Studio Pierrot,Original,9803,9248,655
3885,Tomoe ga Yuku!,5.33,animate Film,Manga,10090,10528,355
3887,Next Senki Ehrgeiz,5.53,Studio Deen,Original,9611,10329,300
3891,Ninja Hattori-kun,6.81,Shin-Ei Animation,Manga,4382,5799,4235
3898,Shounen Sarutobi Sasuke,6.0,Toei Animation,Original,8240,9842,729
3900,Rokumon Tengai Mon Colle Knights,6.49,Studio Deen,Card game,5919,7115,1830
3903,Afro Samurai: Resurrection,7.36,Gonzo,Original,2047,1641,65705
3904,ChäoS;HEAd,6.37,Madhouse,Visual novel,6564,567,174511
3905,Casshern Sins,7.53,"Madhouse, Tatsunoko Production",Other,1486,1126,53757
3906,Hells,6.93,Madhouse,Manga,3908,3429,10220
3907,Mahou Shoujo Lyrical Nanoha: The Movie 1st,7.9,Seven Arcs,Original,676,3118,18478
3908,Wakakusa Monogatari,6.23,Toei Animation,Novel,7214,10861,437
3909,Mahoromatic 2 End Year Special,6.99,Gainax,Manga,3686,6248,3618
3910,Asu no Yoichi!,6.78,AIC,Manga,4512,852,130323
3911,Bari Bari Densetsu,6.39,Studio Pierrot,Manga,6437,10585,268
3912,Tentai Senshi Sunred,7.81,AIC ASTA,Manga,805,3718,6426
3914,Juugo Shounen Hyouryuuki,6.06,Toei Animation,Novel,7993,11744,253
3920,Zettai Shougeki: Platonic Heart,4.66,Arms,Manga,10848,4181,7675
3921,Toushi Gordian,6.26,Tatsunoko Production,Original,7092,11236,258
3922,Ninpuu Kamui Gaiden,6.63,Tele-Cartoon Japan,Manga,5227,9669,308
3924,Stitch!,6.04,Madhouse,Other,8065,6616,2411
3925,Major S5,8.45,SynergySP,Manga,124,2070,44811
3926,Major Movie: Yuujou no Winning Shot,8.02,Xebec,Manga,519,3936,13283
3927,Maria†Holic,7.05,Shaft,Manga,3472,1004,82987
3928,Cobra The Animation: Time Drive,6.92,Magic Bus,Manga,3922,7434,2173
3929,Cobra The Animation,7.11,Magic Bus,Manga,3156,5628,3623
3930,Shikabane Hime: Kuro,7.32,"Gainax, feel.",Manga,2267,1839,39399
3933,Kurozuka,6.93,Madhouse,Manga,3910,1632,33820
3934,One Outs,8.35,Madhouse,Manga,180,819,108150
3935,Guin Saga,7.2,Satelight,Light novel,2779,2611,15159
3936,Kiss x Sis,6.93,feel.,Manga,3901,568,163235
3940,Macross XX,5.46,Gonzo,Original,9803,8219,1340
3941,Eightman,5.91,Nippon Animation,Manga,8510,9890,361
3942,Ai City,5.74,"AIC, Magic Bus, Ashi Production",Manga,9041,6499,2115
3945,Hetalia Axis Powers,7.39,Studio Deen,Web manga,1949,658,123335
3946,Detroit Metal City: Birth of the Metal Devil,7.32,Studio 4°C,Manga,2237,3533,17055
3948,Croket!,6.89,OLM,Manga,4062,10771,329
3949,Dragonaut: The Resonance - Kotou - Tozasareta Kyousoo,6.88,Gonzo,Original,4105,5199,5952
3950,Tetsuwan Birdy Decode:02,7.74,A-1 Pictures,Manga,943,2398,27991
3951,Yuusha Keisatsu J-Decker,7.32,Sunrise,Original,2277,8320,796
3952,Kurokami The Animation,7.17,Sunrise,Manga,2918,1326,47783
3953,Quiz Magic Academy: The Original Animation,6.13,AIC PLUS+,Game,7630,5039,5861
3954,Bakemonogatari,8.36,Shaft,Light novel,174,61,664200
3955,Battle Spirits: Shounen Toppa Bashin,6.43,"Sunrise, Toei Animation",Card game,6265,8102,927
3956,Mai Mai Shinko to Sennen no Mahou,7.23,Madhouse,Novel,2663,4578,5567
3958,Fabre-sensei wa Meitantei,6.26,E&G Films,Book,7067,11570,226
3960,Techno Police 21C,5.42,Studio Nue,Original,9862,10239,600
3970,Akikan!,6.18,Brain's Base,Light novel,7442,1306,70110
3971,Fullmetal Alchemist: Brotherhood,9.19,Bones,Manga,1,3,1644938
3972,Candy Boy Episode: EX01 - Mirai Yohouzu,6.85,AIC,Original,4231,3386,18345
3974,Suzumiya Haruhi-chan no Yuuutsu,7.49,Kyoto Animation,4-koma manga,1596,1516,60971
3977,Let's Nupu Nupu,6.26,"Ajia-Do, Group TAC",4-koma manga,7068,7642,1732
3981,Taishou Yakyuu Musume.,7.36,J.C.Staff,Light novel,2086,3871,7317
3983,Comic Party Revolution OVA,6.51,Chaos Project,Visual novel,5855,7926,1579
3984,Hatsukoi Limited.,7.32,J.C.Staff,Manga,2243,1632,44548
3985,Mahjong Hishouden: Naki no Ryuu,5.98,"Gainax, Magic Bus",Manga,8308,10723,160
3986,Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!,6.9,Toei Animation,Manga,4034,2493,36933
3987,Kikou Kai Galient,6.44,Sunrise,Original,6229,8217,709
3989,Genji Monogatari Sennenki,6.93,"TMS Entertainment, Tezuka Productions",Novel,3897,4510,3426
3990,Alexander Senki Movie,5.95,Madhouse,Novel,8374,8857,702
3994,Minami-ke Okaeri,7.58,Asread,Manga,1342,2005,42350
3995,Code Geass: Hangyaku no Lelouch R2 Picture Drama,7.11,Sunrise,Original,3157,2841,20569
4002,Denpa-teki na Kanojo,7.58,Brain's Base,Light novel,1340,1154,72319
4003,First Squad: The Moment of Truth,6.01,Studio 4°C,Original,8201,2714,23396
4013,Seto no Hanayome Fan Disc,7.06,Gonzo,Manga,3386,5607,3447
4014,Offside (TV),7.11,Ashi Production,Manga,3141,8156,1251
4016,Shin Maple Town Monogatari: Palm Town-hen,6.78,Toei Animation,Original,4554,9941,685
4017,Kara no Kyoukai 6: Boukyaku Rokuon,7.53,ufotable,Light novel,1496,966,115990
4018,Kara no Kyoukai 7: Satsujin Kousatsu (Go),8.44,ufotable,Light novel,132,902,116229
4027,D.C.if: Da Capo if,7.17,Zexcs,Visual novel,2887,4243,9709
4029,Shangri-La,7.07,Gonzo,Novel,3363,2207,19262
4032,Souten Kouro,7.3,Madhouse,Manga,2350,4076,3745
4033,Initial D Extra Stage 2,7.42,A.C.G.T.,Manga,1842,3128,21241
4034,Inazuma Eleven,7.59,OLM,Game,1315,1075,101939
4036,Slayers Evolution-R,7.42,J.C.Staff,Light novel,1844,3083,19144
4038,Live On Cardliver Kakeru,6.49,TMS Entertainment,Manga,5958,10628,217
4040,Chocolate Underground: Bokura no Chocolate Sensou,6.29,"Production I.G, Trans Arts",Novel,6951,9047,463
4044,Adesugata Mahou no Sannin Musume,5.37,Studio Pierrot,Original,9970,10365,495
4045,Mitsume ga Tooru,6.66,Tezuka Productions,Manga,5084,10887,262
4047,Angel Densetsu,7.5,Toei Animation,Manga,1568,3170,18965
4048,One Piece: Romance Dawn Story,7.39,Toei Animation,Manga,1923,2601,31048
4049,"Pokemon Fushigi no Dungeon: Toki no Tankentai, Yami no Tankentai",6.6,OLM,Game,5389,4953,7588
4050,Hajime no Ippo: New Challenger,8.67,Madhouse,Manga,50,726,156501
4053,Shugo Chara!! Doki,7.43,Satelight,Manga,1801,1558,65332
4056,Gamba no Bouken,7.09,Tokyo Movie Shinsha,Novel,3251,8168,919
4057,All That Gundam,5.8,Sunrise,Original,8820,6793,3178
4060,Magical★Taruruuto-kun,6.54,Toei Animation,Manga,5712,10456,225
4062,Sekirei: Pure Engagement,7.36,Seven Arcs,Manga,2076,752,156332
4064,Sekirei: Hajimete no Otsukai,7.08,Seven Arcs,Manga,3304,2327,38861
4068,RahXephon Specials,6.45,Bones,Original,6184,7408,1775
4073,Time Slip Ichimannen: Prime Rose,5.53,Tezuka Productions,Manga,9592,10144,510
4077,Zoku Natsume Yuujinchou,8.57,Brain's Base,Manga,84,737,133333
4080,"Koihime†Musou: Gunyuu, Seitoukaichou no Za wo Neratte Aiarasou no Koto - Ato, Porori mo Aru yo!",6.65,Doga Kobo,Visual novel,5167,5013,6657
4081,Tales of Symphonia The Animation: Tethe'alla-hen,7.5,ufotable,Game,1586,3068,16632
4082,Sora wo Kakeru Shoujo,7.01,Sunrise,Original,3592,3444,8322
4084,Macross F Movie 1: Itsuwari no Utahime,7.82,"Satelight, 8bit",Original,797,3155,19004
4090,Mugen Kouro,5.16,"Gonzo, Production I.G",Game,10377,10192,520
4093,Toshokan Sensou: Koi no Shougai,7.38,Production I.G,Novel,1997,5121,6810
4095,Bakugan Battle Brawlers: New Vestroia,6.41,TMS Entertainment,Original,6359,2372,39397
4096,Ookami to Koushinryou II,8.36,"Brain's Base, Marvy Jack",Light novel,175,336,284885
4097,Asura Cryin',6.95,Seven Arcs,Light novel,3807,1520,57053
4103,Chameleon (OVA),6.49,Egg,Manga,5931,9797,444
4104,Sengoku Basara,7.39,Production I.G,Game,1931,1062,70878
4105,Canaan,7.27,P.A. Works,Visual novel,2490,798,92475
4106,Tsumiki no Ie,8.08,Oh! Production,Original,435,1710,55608
4107,Street Fighter IV: Aratanaru Kizuna,6.26,Studio 4°C,Game,7061,5678,5081
4110,Gakkyuu Ou Yamazaki,6.2,Magic Bus,Manga,7331,10689,479
4115,Nekketsu Saikyou Go-Saurer,6.72,Sunrise,Original,4805,10604,275
4117,Usavich III,7.1,Kanaban Graphics,Original,3221,7115,3468
4127,Paniponi Dash!: Danjite Okonaeba Kishin mo Kore wo Saku,7.51,Shaft,Manga,1539,5162,6038
4128,Kemono no Souja Erin,8.35,"Production I.G, Trans Arts",Novel,180,1829,18958
4134,Ougon Yuusha Goldran,6.82,Sunrise,Original,4361,8894,546
4135,A-Girl,5.6,Madhouse,Manga,9413,8766,1068
4137,Yoku Wakaru Gendai Mahou,6.46,Nomad,Light novel,6121,3431,9846
4140,Detective Conan Movie 13: The Raven Chaser,8.24,Tokyo Movie Shinsha,Manga,267,2384,38822
4141,Top wo Nerae! Kagaku Kouza,6.12,Gainax,Original,7708,5570,5800
